DeltaFuel,TimeStamp,valid_fuel,before_avg,after_avg
806.0799999999999,2025-02-19T01:00:00.000000,3198.4,2400.192,3211.0719999999997
2069.12,2025-02-19T21:15:30.000000,2960.96,768.128,2987.104
1572.48,2025-02-20T15:41:00.000000,2887.36,689.6960000000001,2988.032
1052.16,2025-02-21T09:05:30.000000,2813.44,985.984,3049.0240000000003
2125.4399999999996,2025-02-22T00:57:00.000000,3036.16,904.4800000000001,3039.072
2200.0,2025-02-23T05:44:30.000000,3145.6,947.5520000000002,3144.192
2328.96,2025-02-24T02:30:00.000000,3054.08,724.8639999999999,3071.68
2153.92,2025-02-25T01:40:00.000000,3075.2,927.808,3110.7519999999995
1465.6,2025-02-25T13:46:30.000000,3142.08,1693.568,3138.56
1323.52,2025-02-26T07:52:30.000000,2690.56,775.36,3032.832
2212.7999999999997,2025-02-27T04:03:00.000000,3039.68,828.8,3069.888
2192.3199999999997,2025-02-28T03:13:30.000000,3032.64,844.192,3040.096
2225.2799999999997,2025-02-28T20:53:00.000000,3032.64,811.008,3059.68
2334.3999999999996,2025-03-02T16:31:00.000000,3039.68,703.0399999999998,3051.1359999999995
1062.4,2025-03-03T09:10:00.000000,2695.36,747.52,2976.1279999999997
1902.4,2025-03-04T00:45:30.000000,3110.4,1210.0800000000002,3130.112
2246.72,2025-03-04T22:30:00.000000,3054.08,808.8,3057.568
1695.3600000000001,2025-03-05T17:16:30.000000,2635.84,936.0640000000001,2630.4639999999995
2184.96,2025-03-06T09:07:00.000000,3047.04,861.76,3056.8959999999997
1691.8399999999997,2025-03-07T00:51:00.000000,3170.24,1490.1760000000002,3180.096
1840.0,2025-03-07T21:14:30.000000,2793.92,941.408,2787.9039999999995
2133.44,2025-03-08T19:54:00.000000,3057.6,925.216,3072.384
1515.2,2025-03-09T20:01:00.000000,2248.96,735.904,2245.92
2202.88,2025-03-10T08:32:30.000000,3054.08,849.6,3109.344
1443.5200000000002,2025-03-11T02:00:00.000000,3194.88,1753.3440000000003,3209.6639999999998
2063.36,2025-03-11T21:46:00.000000,3047.04,1002.336,3088.576
2004.8,2025-03-12T16:10:30.000000,3047.04,1034.848,3039.7439999999997
2252.7999999999997,2025-03-13T14:54:00.000000,3043.2,789.184,3089.632
2030.4,2025-03-14T09:44:00.000000,3022.08,991.0720000000001,3067.424
2353.92,2025-03-15T09:38:30.000000,2921.6,569.5360000000002,2944.736
1965.76,2025-03-16T03:49:00.000000,3008.0,1038.08,3024.5440000000003
2220.8,2025-03-17T01:50:30.000000,3131.52,910.8799999999999,3148.0639999999994
2278.4,2025-03-18T15:22:00.000000,3135.04,865.8560000000001,3113.92
2131.2,2025-03-19T15:33:30.000000,3071.68,941.184,3096.3199999999997
1960.6399999999999,2025-03-20T12:56:00.000000,3152.64,1206.8159999999998,3181.1519999999996
2096.64,2025-03-21T09:49:00.000000,3061.12,965.632,3089.9840000000004
2120.0,2025-03-22T04:39:00.000000,3036.16,917.664,3076.2560000000003
2201.92,2025-03-23T03:15:30.000000,3015.04,819.6480000000001,3027.3599999999997
2055.36,2025-03-23T22:37:30.000000,3047.04,996.96,3075.5520000000006
2010.2399999999998,2025-03-24T21:27:00.000000,2985.6,749.216,3054.656
687.6799999999998,2025-03-25T09:25:30.000000,2862.72,1888.4479999999999,3077.6319999999996
2277.44,2025-03-26T05:33:30.000000,2985.6,712.9279999999999,3049.2799999999997
2027.52,2025-03-27T03:50:00.000000,2997.44,970.016,2984.8640000000005
2063.3599999999997,2025-03-27T19:46:00.000000,3036.16,966.3039999999997,3082.9120000000003
1471.6800000000003,2025-03-28T13:56:00.000000,2476.8,994.2720000000002,2445.4719999999998
2202.88,2025-03-29T04:04:29.000000,3004.48,806.7840000000001,3050.784
2241.6000000000004,2025-03-30T01:57:30.000000,3173.76,935.232,3177.2799999999997
1898.88,2025-03-31T01:57:00.000000,3106.88,1205.824,3115.68
1073.2800000000002,2025-03-31T12:49:30.000000,3110.4,2024.9279999999999,3098.7840000000006
1313.2800000000002,2025-04-01T01:33:30.000000,3103.36,1792.6080000000002,3129.7599999999998
